audio_path,text,duration
data/TRAIN/DR4/MCDR0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.61125
data/TRAIN/DR4/MCDR0/SI1154.WAV,only_incomplete_imperfect_things_move_towards_what_they_lack,3.9680625
data/TRAIN/DR4/MCDR0/SX74.WAV,an_official_deadline_cannot_be_postponed,2.64325
data/TRAIN/DR4/MCDR0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.2000625
data/TRAIN/DR4/MCDR0/SX344.WAV,i_know_i_didnt_meet_her_early_enough,2.5280625
data/TRAIN/DR4/MCDR0/SX434.WAV,each_stag_surely_finds_a_big_fawn,2.5665
data/TRAIN/DR4/MCDR0/SX254.WAV,do_they_allow_atheists_in_church,2.060875
data/TRAIN/DR4/MLEL0/SI1246.WAV,he_was_thus_an_early_and_spectacular_victim,3.3088125
data/TRAIN/DR4/MLEL0/SI1876.WAV,a_voice_spoke_nearathand,2.297625
data/TRAIN/DR4/MLEL0/SX166.WAV,biologists_use_radioactive_isotopes_to_study_microorganisms,4.2688125
data/TRAIN/DR4/MLEL0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,3.3728125
data/TRAIN/DR4/MLEL0/SX76.WAV,gently_place_jims_foam_sculpture_in_the_box,3.3664375
data/TRAIN/DR4/MLEL0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.73125
data/TRAIN/DR4/MLEL0/SX436.WAV,please_sing_just_the_club_theme,2.8928125
data/TRAIN/DR4/MLEL0/SX346.WAV,the_barracuda_recoiled_from_the_serpents_poisonous_fangs,3.3984375
data/TRAIN/DR4/MLEL0/SI616.WAV,he_injected_more_vitality_into_the_score_than_it_has_revealed_in_many_years,4.729625
data/TRAIN/DR4/MLEL0/SX256.WAV,the_irate_actor_stomped_away_idiotically,3.488
data/TRAIN/DR4/FEEH0/SX302.WAV,tofu_is_made_from_processed_soybeans,2.860875
data/TRAIN/DR4/FEEH0/SI1742.WAV,with_her_sharp_tongue_shed_have_cut_his_pompousness_to_ribbons,3.3600625
data/TRAIN/DR4/FEEH0/SX212.WAV,i_gave_them_several_choices_and_let_them_set_the_priorities,3.34725
data/TRAIN/DR4/FEEH0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.9440625
data/TRAIN/DR4/FEEH0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.3985
data/TRAIN/DR4/FEEH0/SX392.WAV,a_young_mouse_scampered_across_the_field_and_disappeared,3.15525
data/TRAIN/DR4/FEEH0/SI471.WAV,suddenly_my_reflexes_are_gone,2.4960625
data/TRAIN/DR4/FEEH0/SX32.WAV,its_fun_to_roast_marshmallows_on_a_gas_burner,2.8736875
data/TRAIN/DR4/FEEH0/SI1112.WAV,he_will_say_that_our_country_is_even_now_a_homogeneous_community,3.53925
data/TRAIN/DR4/FEEH0/SX122.WAV,encyclopedias_seldom_present_anecdotal_evidence,3.2896875
data/TRAIN/DR4/MFWK0/SX259.WAV,tornados_often_destroy_acres_of_farm_land,2.7264375
data/TRAIN/DR4/MFWK0/SI619.WAV,he_praises_many_individuals_generously,2.624
data/TRAIN/DR4/MFWK0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.7008125
data/TRAIN/DR4/MFWK0/SX439.WAV,that_stinging_vapor_was_caused_by_chloride_vaporization,3.385625
data/TRAIN/DR4/MFWK0/SX349.WAV,the_preschooler_couldnt_verbalize_her_feelings_about_the_emergency_conditions,4.24325
data/TRAIN/DR4/MFWK0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.3664375
data/TRAIN/DR4/MFWK0/SX79.WAV,will_you_please_describe_the_idiotic_predicament,2.7328125
data/TRAIN/DR4/MFWK0/SX169.WAV,how_would_you_evaluate_this_algebraic_expression,2.83525
data/TRAIN/DR4/MFWK0/SI1879.WAV,that_touched_off_a_total_stampede,2.457625
data/TRAIN/DR4/MFWK0/SI1249.WAV,maybe_twenty_thirty_fifty,2.4448125
data/TRAIN/DR4/MKAM0/SI1250.WAV,evidence_that_other_sources_of_financing_are_unavailable_must_be_provided,4.409625
data/TRAIN/DR4/MKAM0/SX416.WAV,a_huge_power_outage_rarely_occurs,2.5664375
data/TRAIN/DR4/MKAM0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.8288125
data/TRAIN/DR4/MKAM0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.3728125
data/TRAIN/DR4/MKAM0/SX146.WAV,cyclical_programs_will_never_compile,2.496
data/TRAIN/DR4/MKAM0/SX56.WAV,academic_aptitude_guarantees_your_diploma,2.848
data/TRAIN/DR4/MKAM0/SX236.WAV,clear_pronunciation_is_appreciated,2.496
data/TRAIN/DR4/MKAM0/SX326.WAV,steve_collects_rare_and_novel_coins,3.1168125
data/TRAIN/DR4/MKAM0/SI1316.WAV,space_probes_have_yielded_little_information,2.8928125
data/TRAIN/DR4/MKAM0/SI1465.WAV,this_process_is_especially_difficult_since_gyro_drifting_is_typically_random,5.081625
data/TRAIN/DR4/MSMS0/SX263.WAV,how_oily_do_you_like_your_salad_dressing,2.336
data/TRAIN/DR4/MSMS0/SI2063.WAV,to_his_surprise_his_plan_worked_perfectly,2.464
data/TRAIN/DR4/MSMS0/SI803.WAV,insulate_weatherstrip_doubleglaze_to_the_maximum,3.4048125
data/TRAIN/DR4/MSMS0/SX173.WAV,whoever_cooperates_in_finding_nans_cameo_will_be_rewarded,3.456
data/TRAIN/DR4/MSMS0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.784
data/TRAIN/DR4/MSMS0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.25125
data/TRAIN/DR4/MSMS0/SI1433.WAV,while_one_element_is_announcing_progress_another_is_delineating_its_problems,4.288
data/TRAIN/DR4/MSMS0/SX353.WAV,a_connoisseur_will_enjoy_this_shellfish_dish,2.912
data/TRAIN/DR4/MSMS0/SX83.WAV,my_instructions_desperately_need_updating,2.56
data/TRAIN/DR4/MSMS0/SX443.WAV,a_lone_star_shone_in_the_early_evening_sky,2.745625
data/TRAIN/DR4/MGJC0/SI1335.WAV,inflammatory_cells_were_strikingly_absent,3.1744375
data/TRAIN/DR4/MGJC0/SI1256.WAV,origin_of_state_automobile_practices,2.841625
data/TRAIN/DR4/MGJC0/SX165.WAV,the_easygoing_zoologist_relaxed_throughout_the_voyage,3.7568125
data/TRAIN/DR4/MGJC0/SI1965.WAV,if_the_other_pilots_were_worried_they_did_not_show_it,3.257625
data/TRAIN/DR4/MGJC0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,3.2
data/TRAIN/DR4/MGJC0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.68
data/TRAIN/DR4/MGJC0/SX75.WAV,fill_that_canteen_with_fresh_spring_water,2.99525
data/TRAIN/DR4/MGJC0/SX345.WAV,trish_saw_hours_and_hours_of_movies_saturday,3.488
data/TRAIN/DR4/MGJC0/SX435.WAV,the_rich_should_invest_in_black_zircons_instead_of_stylish_shoes,4.505625
data/TRAIN/DR4/MGJC0/SX255.WAV,my_ideal_morning_begins_with_hot_coffee,3.0848125
data/TRAIN/DR4/FLKM0/SI686.WAV,others_were_ephemeral,1.696
data/TRAIN/DR4/FLKM0/SX260.WAV,remember_to_allow_identical_twins_to_enter_freely,3.584
data/TRAIN/DR4/FLKM0/SX116.WAV,clasp_the_screw_in_your_left_hand,2.5344375
data/TRAIN/DR4/FLKM0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,3.57125
data/TRAIN/DR4/FLKM0/SI620.WAV,his_portrayal_of_an_edgy_headintheclouds_artist_is_virtually_flawless,5.3504375
data/TRAIN/DR4/FLKM0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,4.192
data/TRAIN/DR4/FLKM0/SX350.WAV,many_wealthy_tycoons_splurged_and_bought_both_a_yacht_and_a_schooner,4.5184375
data/TRAIN/DR4/FLKM0/SX80.WAV,its_illegal_to_postdate_a_check,2.35525
data/TRAIN/DR4/FLKM0/SX440.WAV,the_advertising_verse_of_plymouth_variety_store_never_changes,4.30725
data/TRAIN/DR4/FLKM0/SI1880.WAV,he_picked_up_the_powder_canister_and_ran_out,3.193625
data/TRAIN/DR4/MMGC0/SX315.WAV,bob_found_more_clams_at_the_oceans_edge,2.89925
data/TRAIN/DR4/MMGC0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.969625
data/TRAIN/DR4/MMGC0/SX405.WAV,of_course_you_can_have_another_tunafish_sandwich,2.368
data/TRAIN/DR4/MMGC0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,2.96325
data/TRAIN/DR4/MMGC0/SX225.WAV,keep_the_thermometer_under_your_tongue,2.16325
data/TRAIN/DR4/MMGC0/SX45.WAV,addition_and_subtraction_are_learned_skills,2.617625
data/TRAIN/DR4/MMGC0/SI1305.WAV,if_they_are_not_ellipsoids_the_conclusions_will_be_a_reasonable_approximation,4.2368125
data/TRAIN/DR4/MMGC0/SI2184.WAV,either_that_or_a_veterinarian,1.856
data/TRAIN/DR4/MMGC0/SX135.WAV,technical_writers_can_abbreviate_in_bibliographies,2.841625
data/TRAIN/DR4/MMGC0/SI1935.WAV,in_my_place_youd_follow_such_advice_as_you_give_me,3.3344375
data/TRAIN/DR4/MJXL0/SX272.WAV,allow_each_child_to_have_an_ice_pop,2.8224375
data/TRAIN/DR4/MJXL0/SI1795.WAV,he_shrugged_casually,1.728
data/TRAIN/DR4/MJXL0/SX362.WAV,the_annoying_raccoons_slipped_into_phils_garden_every_night,3.79525
data/TRAIN/DR4/MJXL0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.937625
data/TRAIN/DR4/MJXL0/SI542.WAV,she_came_back_the_other_day_to_reassure_me,2.8608125
data/TRAIN/DR4/MJXL0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.4368125
data/TRAIN/DR4/MJXL0/SI1172.WAV,he_was_busy_he_said_in_having_someone_submit_to_a_monkeygland_operation,4.832
data/TRAIN/DR4/MJXL0/SX92.WAV,a_large_household_needs_lots_of_appliances,2.9568125
data/TRAIN/DR4/MJXL0/SX182.WAV,thick_glue_oozed_out_of_the_tube,2.3808125
data/TRAIN/DR4/MJXL0/SX452.WAV,in_developing_film_many_toxic_chemicals_are_used,3.872
data/TRAIN/DR4/MMBS0/SI521.WAV,traffic_frequently_has_failed_to_measure_up_to_engineers_rosy_estimates,4.7745
data/TRAIN/DR4/MMBS0/SX71.WAV,porcupines_resemble_sea_urchins,2.9825
data/TRAIN/DR4/MMBS0/SI1781.WAV,the_shadow_vanished,2.028875
data/TRAIN/DR4/MMBS0/SI1151.WAV,for_what_do_the_utopians_labor,2.3296875
data/TRAIN/DR4/MMBS0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.6880625
data/TRAIN/DR4/MMBS0/SX161.WAV,as_a_precaution_the_outlaws_bought_gunpowder_for_their_stronghold,4.2816875
data/TRAIN/DR4/MMBS0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.60325
data/TRAIN/DR4/MMBS0/SX431.WAV,the_fifth_jar_contains_big_juicy_peaches,3.5520625
data/TRAIN/DR4/MMBS0/SX341.WAV,the_high_security_prison_was_surrounded_by_barbed_wire,3.3345
data/TRAIN/DR4/MMBS0/SX251.WAV,we_apply_auditory_modeling_to_computer_speech_recognition,3.916875
data/TRAIN/DR4/MTQC0/SI1441.WAV,other_morphological_physical_and_optical_property_values_are_also_given,7.7888125
data/TRAIN/DR4/MTQC0/SX271.WAV,be_careful_not_to_plow_over_the_flower_beds,3.12325
data/TRAIN/DR4/MTQC0/SI480.WAV,range_was_a_vital_detail,2.41925
data/TRAIN/DR4/MTQC0/SI2071.WAV,yeah_but_whatre_we_gonna_eat,2.816
data/TRAIN/DR4/MTQC0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,3.6224375
data/TRAIN/DR4/MTQC0/SX361.WAV,the_speech_symposium_might_begin_monday,3.7248125
data/TRAIN/DR4/MTQC0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,4.832
data/TRAIN/DR4/MTQC0/SX91.WAV,the_misprint_provoked_an_immediate_disclaimer,3.52
data/TRAIN/DR4/MTQC0/SX181.WAV,rich_looked_for_spotted_hyenas_and_jaguars_on_the_safari,4.768
data/TRAIN/DR4/MTQC0/SX451.WAV,the_thick_elm_forest_was_nearly_overwhelmed_by_dutch_elm_disease,5.13925
data/TRAIN/DR4/MBWP0/SX259.WAV,tornados_often_destroy_acres_of_farm_land,3.712
data/TRAIN/DR4/MBWP0/SI709.WAV,avocados_however_are_very_rich_in_nutrients,3.257625
data/TRAIN/DR4/MBWP0/SI1531.WAV,who_is_going_to_stop_me,1.5808125
data/TRAIN/DR4/MBWP0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,3.1488125
data/TRAIN/DR4/MBWP0/SX439.WAV,that_stinging_vapor_was_caused_by_chloride_vaporization,3.4368125
data/TRAIN/DR4/MBWP0/SX349.WAV,the_preschooler_couldnt_verbalize_her_feelings_about_the_emergency_conditions,4.3008125
data/TRAIN/DR4/MBWP0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.545625
data/TRAIN/DR4/MBWP0/SX79.WAV,will_you_please_describe_the_idiotic_predicament,3.289625
data/TRAIN/DR4/MBWP0/SX169.WAV,how_would_you_evaluate_this_algebraic_expression,2.8864375
data/TRAIN/DR4/MBWP0/SI1969.WAV,if_any_of_us_miss_they_can_pick_up_the_pieces,2.713625
data/TRAIN/DR4/MFRM0/SX165.WAV,the_easygoing_zoologist_relaxed_throughout_the_voyage,2.8160625
data/TRAIN/DR4/MFRM0/SI1155.WAV,his_problem_concerns_longitudes_latitudes_and_angular_velocities,3.85925
data/TRAIN/DR4/MFRM0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.3936875
data/TRAIN/DR4/MFRM0/SI1785.WAV,on_the_bare_floorboards_a_man_lay_face_down,2.7905
data/TRAIN/DR4/MFRM0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,2.9760625
data/TRAIN/DR4/MFRM0/SX75.WAV,fill_that_canteen_with_fresh_spring_water,2.348875
data/TRAIN/DR4/MFRM0/SX345.WAV,trish_saw_hours_and_hours_of_movies_saturday,2.5665
data/TRAIN/DR4/MFRM0/SX435.WAV,the_rich_should_invest_in_black_zircons_instead_of_stylish_shoes,3.6225
data/TRAIN/DR4/MFRM0/SI1717.WAV,lullaby_and_goodnight_his_voice_shook,2.572875
data/TRAIN/DR4/MFRM0/SX255.WAV,my_ideal_morning_begins_with_hot_coffee,2.5536875
data/TRAIN/DR4/MJRH0/SI1125.WAV,but_in_every_period_it_has_been_humanism,2.54725
data/TRAIN/DR4/MJRH0/SX315.WAV,bob_found_more_clams_at_the_oceans_edge,2.9696875
data/TRAIN/DR4/MJRH0/SI1755.WAV,only_then_did_he_decide_he_didnt_want_one,3.0465
data/TRAIN/DR4/MJRH0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.5920625
data/TRAIN/DR4/MJRH0/SX405.WAV,of_course_you_can_have_another_tunafish_sandwich,2.70725
data/TRAIN/DR4/MJRH0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.2000625
data/TRAIN/DR4/MJRH0/SX225.WAV,keep_the_thermometer_under_your_tongue,2.03525
data/TRAIN/DR4/MJRH0/SX45.WAV,addition_and_subtraction_are_learned_skills,2.828875
data/TRAIN/DR4/MJRH0/SX135.WAV,technical_writers_can_abbreviate_in_bibliographies,3.3216875
data/TRAIN/DR4/MJRH0/SI1840.WAV,the_good_man_chortled_appreciatively_and_decided_the_trip_was_worth_his_time,4.748875
data/TRAIN/DR4/MLSH0/SI787.WAV,feed_pressure_is_also_of_major_importance,2.8288125
data/TRAIN/DR4/MLSH0/SX67.WAV,last_years_gas_shortage_caused_steep_price_increases,3.4304375
data/TRAIN/DR4/MLSH0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.4768125
data/TRAIN/DR4/MLSH0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.648
data/TRAIN/DR4/MLSH0/SI1417.WAV,there_should_be_no_reason_to_misinterpret_or_ignore_the_intent_of_this_letter,4.281625
data/TRAIN/DR4/MLSH0/SI2047.WAV,stay_right_here_where_you_are_kid_he_called,2.7904375
data/TRAIN/DR4/MLSH0/SX427.WAV,every_cab_needs_repainting_often,2.4448125
data/TRAIN/DR4/MLSH0/SX157.WAV,remove_the_splinter_with_a_pair_of_tweezers,2.553625
data/TRAIN/DR4/MLSH0/SX247.WAV,the_cigarettes_in_the_clay_ashtray_overflowed_onto_the_oak_table,4.3648125
data/TRAIN/DR4/MLSH0/SX337.WAV,bob_bandaged_both_wounds_with_the_skill_of_a_doctor,2.912
data/TRAIN/DR4/MTAS0/SI2015.WAV,the_lifeboats_were_stuck_fast,1.7728125
data/TRAIN/DR4/MTAS0/SX305.WAV,cottage_cheese_with_chives_is_delicious,2.208
data/TRAIN/DR4/MTAS0/SI1385.WAV,markets_should_become_more_competitive_as_consumers_become_more_selective,3.545625
data/TRAIN/DR4/MTAS0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.1824375
data/TRAIN/DR4/MTAS0/SX215.WAV,the_sermon_emphasized_the_need_for_affirmative_action,2.73925
data/TRAIN/DR4/MTAS0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,2.944
data/TRAIN/DR4/MTAS0/SI755.WAV,equipment_basic_pottery_studio_equipment,2.25925
data/TRAIN/DR4/MTAS0/SX395.WAV,i_took_her_word_for_it_but_is_she_really_going_with_you,2.7008125
data/TRAIN/DR4/MTAS0/SX125.WAV,westchester_is_a_county_in_new_york,1.9648125
data/TRAIN/DR4/MTAS0/SX35.WAV,help_celebrate_your_brothers_success,1.945625
data/TRAIN/DR4/MLJC0/SI1225.WAV,the_tragic_stage_is_a_platform_extending_precariously_between_heaven_and_hell,5.4208125
data/TRAIN/DR4/MLJC0/SX415.WAV,move_the_garbage_nearer_to_the_large_window,2.72
data/TRAIN/DR4/MLJC0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,3.033625
data/TRAIN/DR4/MLJC0/SI595.WAV,their_privations_are_almost_beyond_endurance,2.809625
data/TRAIN/DR4/MLJC0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.6224375
data/TRAIN/DR4/MLJC0/SX145.WAV,too_much_curiosity_can_get_you_into_trouble,2.96325
data/TRAIN/DR4/MLJC0/SX55.WAV,the_lack_of_heat_compounded_the_tenants_grievances,2.72
data/TRAIN/DR4/MLJC0/SX235.WAV,i_itemize_all_accounts_in_my_agency,2.969625
data/TRAIN/DR4/MLJC0/SX325.WAV,the_full_moon_shone_brightly_that_night,2.64325
data/TRAIN/DR4/MLJC0/SI1855.WAV,people_never_live_forever,1.984
data/TRAIN/DR4/MJSR0/SX164.WAV,curiosity_and_mediocrity_seldom_coexist,3.47525
data/TRAIN/DR4/MJSR0/SI794.WAV,you_should_firmly_insist_that_no_bobby_pins_or_hair_pins_be_worn_in_the_water,5.184
data/TRAIN/DR4/MJSR0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.944
data/TRAIN/DR4/MJSR0/SI1424.WAV,it_had_assumed_the_terrifying_inertia_of_inanimate_matter,3.712
data/TRAIN/DR4/MJSR0/SX74.WAV,an_official_deadline_cannot_be_postponed,3.66725
data/TRAIN/DR4/MJSR0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,4.0
data/TRAIN/DR4/MJSR0/SX344.WAV,i_know_i_didnt_meet_her_early_enough,3.0528125
data/TRAIN/DR4/MJSR0/SX434.WAV,each_stag_surely_finds_a_big_fawn,3.2768125
data/TRAIN/DR4/MJSR0/SI2054.WAV,he_slipped_outside_hugging_the_walls_of_buildings_and_dodging_into_doorways,5.0624375
data/TRAIN/DR4/MJSR0/SX254.WAV,do_they_allow_atheists_in_church,3.0528125
data/TRAIN/DR4/MJAC0/SX307.WAV,the_meeting_is_now_adjourned,2.0224375
data/TRAIN/DR4/MJAC0/SI2148.WAV,look_somewhere_else,1.657625
data/TRAIN/DR4/MJAC0/SI1331.WAV,no_fasciculations_or_sensory_defects_were_found,3.168
data/TRAIN/DR4/MJAC0/SX71.WAV,porcupines_resemble_sea_urchins,2.681625
data/TRAIN/DR4/MJAC0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.8928125
data/TRAIN/DR4/MJAC0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.3344375
data/TRAIN/DR4/MJAC0/SX431.WAV,the_fifth_jar_contains_big_juicy_peaches,3.257625
data/TRAIN/DR4/MJAC0/SX341.WAV,the_high_security_prison_was_surrounded_by_barbed_wire,3.1424375
data/TRAIN/DR4/MJAC0/SX251.WAV,we_apply_auditory_modeling_to_computer_speech_recognition,4.224
data/TRAIN/DR4/MJAC0/SI701.WAV,there_are_people_who_travel_long_distances_to_assure_my_continued_existence,4.43525
data/TRAIN/DR4/FCAG0/SI1641.WAV,were_you_in_love_with_that_girl,1.49125
data/TRAIN/DR4/FCAG0/SX63.WAV,continental_drift_is_a_geological_theory,2.592
data/TRAIN/DR4/FCAG0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.336
data/TRAIN/DR4/FCAG0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.02725
data/TRAIN/DR4/FCAG0/SX153.WAV,scholastic_aptitude_is_judged_by_standardized_tests,3.2448125
data/TRAIN/DR4/FCAG0/SX423.WAV,smash_lightbulbs_and_their_cash_value_will_diminish_to_nothing,3.4688125
data/TRAIN/DR4/FCAG0/SI2133.WAV,here_they_did_not_need_to_be_in_ghettos,2.0864375
data/TRAIN/DR4/FCAG0/SX333.WAV,an_adult_male_baboons_teeth_are_not_suitable_for_eating_shellfish,3.89125
data/TRAIN/DR4/FCAG0/SI1503.WAV,by_the_look_of_him_he_wasnt_that_far_gone,2.29125
data/TRAIN/DR4/FCAG0/SX243.WAV,they_all_agree_that_the_essay_is_barely_intelligible,2.80325
data/TRAIN/DR4/FJWB1/SX165.WAV,the_easygoing_zoologist_relaxed_throughout_the_voyage,2.86725
data/TRAIN/DR4/FJWB1/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.528
data/TRAIN/DR4/FJWB1/SI795.WAV,when_shed_they_leave_rust_marks,2.6944375
data/TRAIN/DR4/FJWB1/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,2.905625
data/TRAIN/DR4/FJWB1/SX75.WAV,fill_that_canteen_with_fresh_spring_water,2.169625
data/TRAIN/DR4/FJWB1/SX345.WAV,trish_saw_hours_and_hours_of_movies_saturday,2.752
data/TRAIN/DR4/FJWB1/SI2055.WAV,cant_seem_to_locate_landmarks_in_this_snow,2.48325
data/TRAIN/DR4/FJWB1/SX435.WAV,the_rich_should_invest_in_black_zircons_instead_of_stylish_shoes,3.3984375
data/TRAIN/DR4/FJWB1/SI748.WAV,to_prepare_mustard_cream_blend_mustard_with_enough_water_to_make_a_thin_paste,4.1664375
data/TRAIN/DR4/FJWB1/SX255.WAV,my_ideal_morning_begins_with_hot_coffee,2.1824375
data/TRAIN/DR4/FSAK0/SX310.WAV,the_hood_of_the_jeep_was_steaming_in_the_hot_sun,3.289625
data/TRAIN/DR4/FSAK0/SX400.WAV,just_drop_notices_in_any_suggestion_box,2.752
data/TRAIN/DR4/FSAK0/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.5024375
data/TRAIN/DR4/FSAK0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.28325
data/TRAIN/DR4/FSAK0/SX220.WAV,the_most_recent_geological_survey_found_seismic_activity,3.449625
data/TRAIN/DR4/FSAK0/SX40.WAV,stimulating_discussions_keep_students_attention,2.88
data/TRAIN/DR4/FSAK0/SX130.WAV,he_had_four_extra_eggs_for_breakfast,2.009625
data/TRAIN/DR4/FSAK0/SI1930.WAV,a_rabbit_punch_redoubled_him,1.6768125
data/TRAIN/DR4/FSAK0/SI670.WAV,neglect_means_spiritual_paralysis_or_death,2.9888125
data/TRAIN/DR4/FSAK0/SI1300.WAV,he_can_for_example_present_significant_universitywide_issues_to_the_senate,4.64
data/TRAIN/DR4/MJPM1/SX311.WAV,my_desires_are_simple_give_me_one_informative_paragraph_on_the_subject,4.8128125
data/TRAIN/DR4/MJPM1/SX401.WAV,the_taxicab_broke_down_and_caused_a_traffic_jam,2.937625
data/TRAIN/DR4/MJPM1/SA2.WAV,dont_ask_me_to_carry_an_oily_rag_like_that,2.73925
data/TRAIN/DR4/MJPM1/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,3.1744375
data/TRAIN/DR4/MJPM1/SI2280.WAV,many_shapes_in_bathtubs,1.913625
